id,price,bedrooms,bathrooms,sqft_lot,floors,grade,sqft_above,yr_built,lat,long,city_area
7983200060,230000.0,3,1,9774,1.0,7,1250,1969,47.3343,-122.306,Federal Way - North Corridor
6300500875,385000.0,4,2,4980,1.0,7,860,1947,47.7025,-122.341,"Seattle - Broadview, Haller Lake, and Licton Springs"
2524049179,2000000.0,3,3,44867,1.0,9,2330,1968,47.5316,-122.233,Mercer Island and Point Cities
7137970340,285000.0,5,2,6300,2.0,8,2270,1995,47.3266,-122.169,Auburn - North
8091400200,252700.0,2,2,9643,1.0,7,1070,1985,47.3533,-122.166,Kent - South
3814700200,329000.0,3,2,6500,2.0,8,2450,1985,47.3739,-122.172,Kent - South
1202000200,233000.0,3,2,4697,1.5,6,1710,1941,47.3048,-122.218,Auburn - North
1794500383,937000.0,3,2,2691,2.0,8,1750,1915,47.6386,-122.36,Seattle - Queen Anne
3303700376,667000.0,3,1,1581,1.5,8,1400,1909,47.6221,-122.314,Seattle - Capitol Hill
5101402488,438000.0,3,2,6380,1.0,7,790,1948,47.695,-122.304,"Seattle - Laurelhurst, Sand Point, and Wedgwood"
1873100390,719000.0,4,2,7173,2.0,8,2570,2005,47.7073,-122.11,Redmond - North
8562750320,580500.0,3,2,3980,2.0,8,2320,2003,47.5391,-122.07,Issaquah
2426039314,280000.0,2,2,1265,3.0,7,1190,2005,47.7274,-122.357,"Seattle - Broadview, Haller Lake, and Licton Springs"
461000390,687500.0,4,2,5000,1.5,7,1510,1929,47.6823,-122.368,Seattle - Ballard
7589200193,535000.0,3,1,3000,1.5,8,1090,1929,47.6889,-122.375,Seattle - Ballard
7955080270,322500.0,4,3,6659,1.0,7,1280,1981,47.4276,-122.157,Fairwood
9547205180,696000.0,3,2,3060,1.5,8,1510,1930,47.6827,-122.31,Seattle - Ravenna and Bryant
9435300030,550000.0,4,1,34848,1.0,5,930,1933,47.6621,-122.132,Redmond - South
2768000400,640000.0,4,2,6000,2.0,8,2360,1904,47.6702,-122.362,Green Lake and Phinney Ridge
7895500070,240000.0,4,1,8075,1.0,7,890,1969,47.3341,-122.282,"Lakeland, Algona, Pacific, and Milton"
2078500320,605000.0,4,2,7553,2.0,8,2620,1996,47.5301,-122.18,Newcastle and Four Creeks
5547700270,625000.0,4,2,5520,2.0,9,2570,2000,47.6145,-122.027,Sammamish
7766200013,775000.0,4,2,24186,1.0,8,2600,1984,47.445,-122.347,Des Moines and Normandy Park
7203220400,861990.0,5,3,5639,2.0,9,3595,2014,47.6848,-122.016,Bear Creek and Greater Sammamish
9270200160,685000.0,3,1,2280,2.0,7,1570,1922,47.6413,-122.364,Seattle - Queen Anne
1432701230,309000.0,3,1,9656,1.0,6,920,1959,47.4485,-122.175,Renton - South
8035350320,488000.0,3,2,13603,2.0,8,3160,2003,47.7443,-121.977,"Duvall, Carnation, Skykomish, and Northeast King County"
8945200830,210490.0,3,1,8528,1.0,6,990,1966,47.3066,-122.371,Federal Way - Dash Point and Southern Rim
4178300310,785000.0,4,2,13416,2.0,9,2290,1981,47.6194,-122.151,Bellevue - Central
9215400105,450000.0,3,2,5963,1.0,7,1250,1953,47.6796,-122.301,Seattle - Ravenna and Bryant
822039084,1350000.0,3,2,65005,1.0,9,2165,1953,47.4041,-122.451,Vashon
5245600105,228000.0,3,1,9199,1.0,7,1190,1955,47.4258,-122.322,Des Moines and Normandy Park
7231300125,345000.0,5,2,9134,1.0,8,1640,1966,47.4934,-122.189,Renton - North
7518505990,600000.0,3,2,4080,1.0,7,1000,1950,47.6808,-122.384,Seattle - Ballard
3626039271,585000.0,2,2,8550,1.0,7,990,1981,47.6989,-122.369,Seattle - Ballard
4217401195,920000.0,5,2,6000,1.5,8,2130,1927,47.6571,-122.281,"Seattle - Laurelhurst, Sand Point, and Wedgwood"
9822700295,885000.0,4,2,5000,2.0,9,2830,1995,47.6597,-122.29,"Seattle - Laurelhurst, Sand Point, and Wedgwood"
9478500640,292500.0,4,2,4495,2.0,7,2250,2008,47.3663,-122.114,Covington
2799800710,301000.0,3,2,4750,2.0,8,2420,2003,47.3663,-122.122,Covington
7922800400,951000.0,5,3,14342,2.0,8,3250,1968,47.588,-122.116,Bellevue - Northeast
8079040320,430000.0,4,3,9976,2.0,8,1850,1991,47.5059,-122.149,Renton - North
1516000055,650000.0,3,2,21235,1.0,8,1590,1959,47.4336,-122.339,Des Moines and Normandy Park
9558200045,289000.0,3,2,8400,1.0,7,1260,1954,47.4366,-122.335,Burien
5072410070,505000.0,3,2,8690,2.0,8,2519,1973,47.4428,-122.344,Des Moines and Normandy Park
9528102996,549000.0,3,2,1044,3.0,8,1540,2014,47.6765,-122.32,Green Lake and Phinney Ridge
1189001180,425000.0,3,2,6000,1.0,7,1110,1979,47.6113,-122.297,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
3253500160,317625.0,3,3,3809,1.5,7,1770,1925,47.5747,-122.304,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
3394100030,975000.0,4,2,11049,2.0,10,2720,1989,47.5815,-122.192,Bellevue - West
3717000160,287000.0,4,2,4648,2.0,7,2240,2005,47.3378,-122.257,Auburn - North
1274500060,204000.0,3,1,12070,1.0,7,1000,1968,47.3621,-122.11,Covington
1802000060,1325000.0,5,2,20158,1.0,8,1600,1965,47.6303,-122.215,Mercer Island and Point Cities
1525059190,1040000.0,5,3,50094,1.0,11,3070,1973,47.6525,-122.16,Bellevue - Northeast
1049000060,325000.0,3,2,5612,1.0,7,1260,1972,47.7362,-122.179,Kirkland - North
8820901275,571000.0,4,2,7807,1.5,7,2250,1916,47.7168,-122.287,Seattle - Northgate and Lake City
5416510140,360000.0,4,2,5000,2.0,8,2380,2005,47.3608,-122.036,Maple Valley
3444100400,349000.0,3,2,50529,1.0,7,1090,1965,47.3511,-122.073,"Enumclaw, Black Diamond, and Southeast King County"
3276920270,832500.0,4,4,35102,2.0,10,2390,1986,47.5822,-121.987,Sammamish
4036801170,380000.0,4,2,7300,1.0,7,880,1956,47.6034,-122.125,Bellevue - Northeast
2391600320,480000.0,3,1,5060,1.0,7,1040,1941,47.5636,-122.394,Seattle - West Seattle
6300000287,410000.0,3,1,5060,1.0,7,910,1956,47.7073,-122.34,"Seattle - Broadview, Haller Lake, and Licton Springs"
1531000030,720000.0,4,2,39683,2.0,10,3450,2002,47.342,-122.025,"East Highlands, Hobart, and Greater Maple Valley"
5104520400,390000.0,3,2,5100,2.0,8,2350,2003,47.3512,-122.008,Maple Valley
7437100340,360000.0,4,2,5889,2.0,7,1900,1992,47.349,-122.031,Maple Valley
9418400240,355000.0,2,1,6720,1.0,7,1010,1948,47.5474,-122.291,"Seattle - South Beacon Hill, Georgetown, and South Park"
1523059105,356000.0,3,2,8712,1.0,8,1680,1964,47.4811,-122.149,"East Highlands, Hobart, and Greater Maple Valley"
1133000671,315000.0,3,1,6634,1.0,6,960,1952,47.7264,-122.31,Seattle - Northgate and Lake City
4232902595,940000.0,3,2,3600,2.0,9,1900,1925,47.6337,-122.365,Seattle - Queen Anne
2599001200,305000.0,5,2,8400,1.5,7,2660,1961,47.2909,-122.189,Auburn - South
3342103156,461000.0,3,3,6278,2.0,9,1980,2006,47.5228,-122.199,Renton - North
1332700270,215000.0,2,2,2040,2.0,7,1610,1979,47.518,-122.194,Renton - North
3869900162,335000.0,2,2,1066,2.0,7,765,2006,47.5394,-122.387,Seattle - West Seattle
2791500270,243500.0,4,2,7403,2.0,7,1980,1988,47.2897,-122.372,Federal Way - Dash Point and Southern Rim
5036300431,1099880.0,5,3,6353,2.0,10,3520,2001,47.6506,-122.391,Magnolia and Interbay
4168000060,153000.0,3,1,10500,1.0,7,1200,1962,47.322,-122.351,Federal Way - Central
6021501535,430000.0,3,2,5000,1.0,8,1290,1939,47.687,-122.386,Seattle - Ballard
6021501535,700000.0,3,2,5000,1.0,8,1290,1939,47.687,-122.386,Seattle - Ballard
1483300570,905000.0,4,2,10250,1.0,7,2390,1946,47.5873,-122.249,Mercer Island and Point Cities
3422049190,247500.0,3,2,15681,1.0,7,1960,1967,47.3576,-122.277,"Lakeland, Algona, Pacific, and Milton"
1099611230,199000.0,4,2,6400,1.0,7,1160,1975,47.3036,-122.378,Federal Way - Dash Point and Southern Rim
722079104,314000.0,3,2,41800,1.0,7,1210,1980,47.4109,-121.958,"East Highlands, Hobart, and Greater Maple Valley"
7338200240,437500.0,3,2,36847,2.0,9,2320,1992,47.4838,-121.714,"Duvall, Carnation, Skykomish, and Northeast King County"
1952200240,850830.0,3,2,13241,1.5,9,1270,1910,47.6415,-122.315,"Montlake, Madison Park, and Madrona"
5200100125,555000.0,3,2,3478,1.5,7,1440,1929,47.6775,-122.372,Seattle - Ballard
7214720075,699950.0,3,2,107593,2.0,8,2190,1983,47.7731,-122.08,Bear Creek and Greater Sammamish
2450000295,1088000.0,3,2,8113,2.0,8,2920,1950,47.5814,-122.196,Bellevue - West
6197800045,290000.0,3,1,33919,1.0,7,1210,1954,47.4375,-122.184,Renton - South
1328310370,375000.0,3,2,10005,1.0,8,1460,1978,47.4431,-122.133,Fairwood
546000875,460000.0,3,1,4005,1.5,7,1170,1939,47.6878,-122.38,Seattle - Ballard
3530510041,188500.0,2,2,2493,1.0,8,1240,1985,47.3813,-122.322,Des Moines and Normandy Park
1853000400,680000.0,4,2,28037,2.0,10,3140,1991,47.7304,-122.082,Bear Creek and Greater Sammamish
3134100116,470000.0,5,2,12342,2.0,7,2030,1942,47.6417,-122.109,Redmond - South
9545230140,597750.0,4,2,9624,2.0,8,2310,1984,47.5386,-122.053,Issaquah
3362400511,570000.0,3,2,3328,1.0,6,700,1905,47.6823,-122.349,Green Lake and Phinney Ridge
2525310310,272500.0,3,2,12600,1.0,7,1160,1980,47.3624,-122.031,Maple Valley
6126500060,329950.0,3,2,5969,1.0,7,1080,1971,47.5474,-122.295,"Seattle - South Beacon Hill, Georgetown, and South Park"
8961960160,480000.0,4,2,16171,2.0,9,2520,2001,47.3183,-122.253,Auburn - North
3626039325,740500.0,3,4,6350,2.0,8,2780,1900,47.6981,-122.368,Green Lake and Phinney Ridge
3362400431,518500.0,3,4,1102,3.0,8,1590,2010,47.6824,-122.347,Green Lake and Phinney Ridge
4060000240,205425.0,2,1,6780,1.0,6,880,1945,47.5009,-122.248,Seattle - Rainier Valley and Rainier Beach
3454800060,171800.0,4,2,9600,1.0,6,1570,1950,47.4965,-122.303,Burien
1695900060,535000.0,4,1,2982,1.5,7,1610,1925,47.587,-122.294,Seattle - Rainier Valley and Rainier Beach
7278700070,660000.0,3,2,6474,1.0,8,1560,1964,47.7728,-122.386,Shoreline
6675500070,391500.0,3,2,9132,1.0,7,1450,1987,47.7288,-122.226,Kirkland - North
3626039187,395000.0,2,1,6000,1.0,6,770,1953,47.6999,-122.364,Green Lake and Phinney Ridge
3524049083,445000.0,4,2,4400,1.5,7,1720,1924,47.5299,-122.266,Seattle - Rainier Valley and Rainier Beach
3275860240,770000.0,3,2,10204,2.0,9,2910,1990,47.6897,-122.098,Redmond - North
4389200955,1450000.0,4,3,17789,1.5,8,1980,1914,47.6141,-122.212,Bellevue - West
4058801670,445000.0,3,2,8201,1.0,8,1620,1967,47.5091,-122.244,Skyway
8732020310,260000.0,4,2,8811,1.0,8,1360,1978,47.3129,-122.39,Federal Way - Dash Point and Southern Rim
2331300505,822500.0,5,4,4960,2.0,7,1720,1926,47.6763,-122.352,Green Lake and Phinney Ridge
7853210060,430000.0,4,2,4310,2.0,7,2070,2004,47.5319,-121.85,Snoqualmie and North Bend
3668000070,212000.0,3,2,7875,1.0,7,1060,1986,47.2761,-122.152,Auburn - South
9545240070,660500.0,4,2,9603,1.0,8,1440,1986,47.5343,-122.054,Issaquah
1243100136,784000.0,3,4,111078,1.5,9,2460,1989,47.697,-122.072,Bear Creek and Greater Sammamish
8929000270,453246.0,3,2,2287,2.0,8,1390,2014,47.5517,-121.998,Issaquah
2767602356,675000.0,4,4,2278,3.0,9,2140,2005,47.6734,-122.38,Seattle - Ballard
921049315,199000.0,3,2,17390,1.0,7,1320,1956,47.3257,-122.296,Federal Way - North Corridor
3655000070,220000.0,4,2,7840,1.0,7,1010,1968,47.3309,-122.299,Federal Way - North Corridor
4027700812,452000.0,4,2,10002,1.0,8,1340,1968,47.7689,-122.266,Kenmore and Lake Forest Park
3992700335,382500.0,2,1,4440,1.0,6,1190,1981,47.7135,-122.287,Seattle - Northgate and Lake City
2767603505,519950.0,3,2,1249,3.0,8,1170,2014,47.6722,-122.381,Seattle - Ballard
4232901525,665000.0,2,1,3200,1.0,7,1110,1925,47.6338,-122.358,Seattle - Queen Anne
1777500060,527700.0,5,2,9375,1.0,8,1550,1968,47.5707,-122.128,Bellevue - South
1432900240,205000.0,3,1,8579,1.0,7,1010,1962,47.4563,-122.171,Renton - South
6140100875,420000.0,3,1,8097,1.0,7,940,1923,47.7144,-122.351,"Seattle - Broadview, Haller Lake, and Licton Springs"
6071600370,500000.0,4,2,8517,1.0,8,1380,1961,47.5495,-122.174,Bellevue - South
1526069017,921500.0,4,2,315374,2.0,9,3670,1994,47.7421,-122.026,Bear Creek and Greater Sammamish
809001525,890000.0,4,1,4000,2.0,8,2370,1905,47.6354,-122.353,Seattle - Queen Anne
3224079105,430000.0,2,2,60984,2.0,7,2420,2007,47.5262,-121.943,Newcastle and Four Creeks
8075400570,258000.0,5,2,12500,1.0,8,1130,1960,47.3887,-122.286,Kent - West
1994200024,511000.0,3,1,3455,1.0,7,980,1947,47.6873,-122.336,Green Lake and Phinney Ridge
3362900810,532170.0,3,2,3090,2.0,8,1360,1990,47.6838,-122.353,Green Lake and Phinney Ridge
1324300398,560000.0,3,1,5000,1.5,7,1110,1947,47.655,-122.359,Fremont and Wallingford
537000445,282950.0,3,1,8200,1.0,7,1250,1954,47.3255,-122.304,Federal Way - North Corridor
7855801670,2250000.0,4,3,19850,2.0,12,3540,2006,47.562,-122.162,Bellevue - South
7920100045,350000.0,1,1,5100,1.0,7,700,1942,47.679,-122.3,Seattle - Ravenna and Bryant
8960000030,215000.0,3,1,7669,1.0,7,1180,1967,47.4479,-122.176,Renton - South
6388930390,650000.0,5,4,25245,2.0,9,2500,1996,47.525,-122.172,Newcastle and Four Creeks
8731900200,320000.0,4,3,7500,1.0,8,1620,1967,47.3135,-122.369,Federal Way - Central
8029200135,247000.0,3,2,7198,1.5,7,1270,1916,47.2086,-121.996,"Enumclaw, Black Diamond, and Southeast King County"
1081200350,320000.0,4,2,11180,1.0,8,1760,1968,47.4715,-122.118,"East Highlands, Hobart, and Greater Maple Valley"
84000105,255000.0,5,2,8632,1.0,7,1030,1962,47.4877,-122.335,Burien
3756500060,438000.0,3,2,9660,1.0,7,1780,1962,47.7171,-122.193,Kirkland - South
7215720160,900000.0,3,2,16603,2.0,10,3400,2000,47.6012,-122.023,Sammamish
3574800520,441000.0,3,3,7280,1.0,7,1160,1979,47.7319,-122.224,Kirkland - North
2617300160,420000.0,3,2,38332,1.0,7,1010,1975,47.4582,-122.023,Newcastle and Four Creeks
2558660270,370000.0,3,2,7000,1.0,7,1180,1976,47.7209,-122.168,Kirkland - North
2009000370,269950.0,2,2,7250,1.0,5,700,1949,47.408,-122.327,Des Moines and Normandy Park
1836980160,807100.0,4,2,4499,2.0,9,2680,1999,47.565,-122.125,Bellevue - South
3261020370,653000.0,3,2,9750,1.0,8,1610,1979,47.7028,-122.231,Kirkland - North
1755700060,371500.0,3,2,8336,1.0,7,1370,1964,47.7458,-122.331,Shoreline
4330600435,284000.0,3,2,21000,1.0,7,1560,1954,47.4776,-122.337,Burien
9542800700,272000.0,3,2,7140,1.0,7,1670,1978,47.3026,-122.374,Federal Way - Dash Point and Southern Rim
1999700045,313000.0,3,2,7912,1.5,7,1340,1955,47.7658,-122.339,Shoreline
1762600070,917500.0,4,2,35003,2.0,10,2570,1984,47.6477,-122.182,Kirkland - South
1687900520,673000.0,4,2,8190,2.0,8,2590,1980,47.5619,-122.125,Bellevue - South
7234600798,425000.0,3,2,1100,2.0,8,820,2008,47.6106,-122.31,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
3881900445,399950.0,5,3,5400,1.0,7,1320,1986,47.5868,-122.308,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
2254502445,385000.0,3,1,4800,1.0,6,1220,1901,47.6101,-122.307,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
5437810320,269950.0,3,2,7560,1.0,7,1320,1975,47.1976,-121.999,"Enumclaw, Black Diamond, and Southeast King County"
9158100075,330000.0,2,1,8220,1.0,7,1060,1949,47.7224,-122.358,"Seattle - Broadview, Haller Lake, and Licton Springs"
3830630310,260000.0,3,2,5797,2.0,7,1670,1988,47.3505,-122.179,Kent - South
8123100045,470000.0,4,3,5125,1.5,7,1680,1925,47.5384,-122.376,Seattle - Delridge
3127200041,589000.0,4,3,9600,2.0,7,2440,1961,47.7044,-122.2,Kirkland - South
6661200320,163500.0,2,2,3419,2.0,7,1050,1996,47.3848,-122.039,Maple Valley
11510310,835000.0,4,3,13412,2.0,9,2140,1993,47.6993,-122.102,Redmond - North
825059270,1095000.0,5,3,12850,1.0,10,2090,1986,47.6627,-122.188,Kirkland - South
8731951370,269000.0,4,2,10000,1.0,8,1100,1969,47.3099,-122.379,Federal Way - Dash Point and Southern Rim
1954440060,560000.0,3,2,8744,2.0,8,1900,1987,47.62,-122.043,Sammamish
2264500350,615000.0,4,1,2400,1.5,6,1330,1901,47.65,-122.34,Fremont and Wallingford
1115810060,585188.0,3,2,10026,1.0,8,1430,1975,47.6647,-122.153,Redmond - South
9477200200,305000.0,3,2,9480,1.0,7,1220,1977,47.726,-122.191,Kirkland - North
1432600560,166950.0,3,1,8820,1.0,6,1190,1959,47.4616,-122.184,Renton - South
2287000060,799000.0,3,2,9897,1.0,8,2140,1959,47.5505,-122.219,Mercer Island and Point Cities
3663500060,400000.0,3,2,7508,1.0,7,1420,1962,47.7606,-122.336,Shoreline
3996900125,230000.0,3,1,10228,1.0,7,1060,1948,47.7481,-122.3,Shoreline
7796450200,256883.0,3,2,5025,2.0,8,1690,2003,47.2779,-122.347,Federal Way - Dash Point and Southern Rim
7549802535,423000.0,4,2,6480,1.5,7,1130,1920,47.5511,-122.312,"Seattle - South Beacon Hill, Georgetown, and South Park"
3278600320,465000.0,3,2,4084,2.0,8,2150,2007,47.5488,-122.372,Seattle - Delridge
2824079053,440000.0,3,2,66211,2.0,7,1910,1997,47.5385,-121.911,"Duvall, Carnation, Skykomish, and Northeast King County"
1222069094,385000.0,3,2,155073,1.0,7,1350,1969,47.4058,-121.994,"East Highlands, Hobart, and Greater Maple Valley"
3542300060,210000.0,3,1,11725,1.0,6,860,1943,47.5093,-122.184,Renton - North
2222059065,297000.0,3,2,14952,2.0,8,1940,1994,47.3777,-122.165,Kent - East
7551300060,470000.0,3,1,5000,1.0,7,1010,1952,47.675,-122.394,Seattle - Ballard
100600550,226500.0,3,2,7370,1.0,7,900,1976,47.3025,-122.37,Federal Way - Dash Point and Southern Rim
3211100860,274250.0,3,1,8450,1.0,6,910,1962,47.4787,-122.158,Renton - North
3456000310,840000.0,4,2,11010,1.0,9,1630,1966,47.5378,-122.219,Mercer Island and Point Cities
9526600140,677900.0,3,2,4587,2.0,8,2440,2010,47.7073,-122.114,Redmond - North
7465900060,425000.0,3,1,5864,1.0,7,1010,1915,47.5733,-122.381,Seattle - West Seattle
1222000055,180250.0,2,1,9600,1.0,6,900,1941,47.4604,-122.339,Burien
6300000550,464000.0,6,3,3404,2.0,7,1600,1920,47.7067,-122.343,"Seattle - Broadview, Haller Lake, and Licton Springs"
2310030510,320000.0,4,2,7579,2.0,8,1550,1993,47.354,-122.047,Maple Valley
1025049114,625504.0,3,2,1566,2.0,8,1060,2014,47.6647,-122.284,Seattle - Ravenna and Bryant
8677300550,592500.0,4,2,12032,1.0,9,2240,1983,47.6143,-122.017,Sammamish
4014400292,465000.0,3,2,17936,2.0,9,2714,2005,47.3185,-122.275,"Lakeland, Algona, Pacific, and Milton"
1102000196,477000.0,4,3,6270,2.0,8,1720,1978,47.5458,-122.268,Seattle - Rainier Valley and Rainier Beach
257000138,280000.0,2,1,16400,1.0,6,850,1923,47.4889,-122.299,Burien
46100204,1505000.0,5,3,33474,1.0,9,1870,1957,47.5673,-122.21,Mercer Island and Point Cities
1909600046,445838.0,3,2,5692,2.0,8,2250,2000,47.5133,-122.379,Seattle - West Seattle
1250202145,1072000.0,2,2,14864,1.0,8,1950,1947,47.5884,-122.291,Seattle - Rainier Valley and Rainier Beach
7611200125,467000.0,2,2,10800,1.0,8,1320,1947,47.7145,-122.367,"Seattle - Broadview, Haller Lake, and Licton Springs"
5611500140,686000.0,4,2,6440,2.0,10,2760,1999,47.5836,-122.026,Sammamish
7138000260,279950.0,3,2,9750,1.0,7,1350,1961,47.398,-122.299,Des Moines and Normandy Park
626059335,527000.0,4,2,19436,2.0,8,2330,1987,47.7663,-122.215,Bothell and Woodinville
1922059282,325000.0,3,2,16020,1.0,8,1780,1966,47.3758,-122.217,Kent - South
705700390,328000.0,3,2,8379,2.0,7,2020,1994,47.3828,-122.023,Maple Valley
7454001200,390000.0,3,2,7500,1.0,7,1250,1942,47.5123,-122.373,Seattle - West Seattle
8682281200,479950.0,2,2,6516,1.0,8,1510,2005,47.7076,-122.013,Bear Creek and Greater Sammamish
7972000200,264950.0,4,2,9753,1.0,7,1120,1978,47.2922,-122.371,Federal Way - Dash Point and Southern Rim
722059070,235000.0,3,1,15246,1.0,7,980,1961,47.4075,-122.214,Kent - East
7202340400,516500.0,3,2,4729,2.0,7,1480,2004,47.6794,-122.034,Bear Creek and Greater Sammamish
8096000060,655000.0,2,2,15798,2.0,7,1230,1915,47.4497,-122.375,Burien
2424000060,500000.0,4,3,15347,1.0,7,2280,1960,47.5218,-122.164,Newcastle and Four Creeks
9264902050,315000.0,6,3,7350,1.0,8,1780,1978,47.3103,-122.339,Federal Way - Central
943100260,213000.0,2,1,10200,1.0,6,1000,1961,47.5687,-121.899,"Duvall, Carnation, Skykomish, and Northeast King County"
3677400445,475000.0,3,2,5280,1.5,7,1620,1947,47.5575,-122.303,"Seattle - South Beacon Hill, Georgetown, and South Park"
1762600320,1025000.0,5,4,28040,2.0,10,3760,1983,47.6489,-122.183,Kirkland - South
4058000060,416000.0,3,2,94300,1.0,7,1640,1976,47.3459,-121.95,"East Highlands, Hobart, and Greater Maple Valley"
7228500560,410000.0,4,1,4740,1.5,7,1670,1904,47.6136,-122.303,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill"
326069104,800000.0,3,4,221284,2.0,10,3530,1993,47.7641,-122.023,Bear Creek and Greater Sammamish
5152100060,472000.0,6,2,14034,1.0,9,2350,1965,47.3376,-122.324,Federal Way - North Corridor
3584000310,225000.0,3,2,8505,1.0,7,1430,1968,47.3173,-122.319,Federal Way - North Corridor
8150100045,210000.0,2,1,6000,1.0,6,830,1940,47.5308,-122.376,Seattle - Delridge
1868901275,455000.0,2,1,5000,1.5,7,1430,1925,47.6727,-122.299,Seattle - Ravenna and Bryant
6131600075,225000.0,3,1,8316,1.0,6,1300,1954,47.3221,-122.216,Auburn - North
9468200125,480000.0,2,1,3060,1.0,7,790,1918,47.6779,-122.353,Green Lake and Phinney Ridge
8029510030,363000.0,3,2,11872,2.0,9,2740,1990,47.3076,-122.395,Federal Way - Dash Point and Southern Rim
2025069065,2400000.0,4,2,8354,1.0,9,1830,2000,47.6338,-122.072,Sammamish
7899800890,181000.0,2,2,5120,1.0,6,720,1954,47.5218,-122.357,Seattle - Delridge
3021059276,250000.0,4,2,7312,1.0,7,2010,1976,47.2785,-122.213,Auburn - South
3797001895,481000.0,3,2,3000,1.0,6,770,1918,47.6846,-122.345,Green Lake and Phinney Ridge
3832710960,260000.0,3,2,7209,1.0,7,1240,1978,47.3656,-122.278,Kent - West
1310430400,455000.0,4,2,7685,2.0,9,3360,2001,47.4369,-122.111,Fairwood
1422300030,415000.0,3,2,36224,2.0,8,1510,1991,47.4616,-121.711,"Duvall, Carnation, Skykomish, and Northeast King County"
1105000588,349500.0,3,1,3538,1.0,7,800,1953,47.5405,-122.27,Seattle - Rainier Valley and Rainier Beach
3830630060,245000.0,3,2,7442,2.0,7,1730,1987,47.3507,-122.178,Kent - South
5101404898,592500.0,2,2,9191,1.5,7,1420,1928,47.6979,-122.32,Seattle - Northgate and Lake City
7972601890,385000.0,4,2,7620,1.0,7,1180,1955,47.5278,-122.345,Seattle - Delridge
5127001620,315000.0,3,2,11455,1.0,7,1200,1974,47.4756,-122.147,"East Highlands, Hobart, and Greater Maple Valley"
9407100800,255000.0,3,1,10170,1.0,7,1230,1979,47.4437,-121.772,"Duvall, Carnation, Skykomish, and Northeast King County"
1873100060,693000.0,4,2,4425,2.0,8,2460,2006,47.7048,-122.109,Redmond - North
8722101360,780000.0,3,1,4400,1.5,8,1460,1911,47.6362,-122.302,"Montlake, Madison Park, and Madrona"
8644000060,237000.0,3,2,8470,1.0,7,1270,1960,47.4207,-122.29,Seatac
3325069129,525000.0,3,2,40510,2.0,10,1320,1979,47.6154,-122.047,Sammamish
1400300055,425000.0,2,1,5040,1.0,5,770,1930,47.5964,-122.299,"Montlake, Madison Park, and Madrona"
2123039032,369900.0,1,1,10079,1.0,5,760,1936,47.4683,-122.438,Vashon
8078560140,290000.0,4,2,7280,2.0,7,1700,1988,47.4045,-122.171,Kent - East
3438500192,285000.0,3,1,10701,1.0,7,1120,1954,47.5544,-122.358,Seattle - Delridge
7974200510,415000.0,2,1,4500,1.0,7,1070,1937,47.6802,-122.29,"Seattle - Laurelhurst, Sand Point, and Wedgwood"
